,Femme,Homme,Age1,Age2,Age3,Age4,Age5,Age6
28,26,7,10,3,6,2,6,6
285714,0,1,1,0,0,0,0,0
28a,1,0,0,0,0,0,0,1
28kgs,1,0,1,0,0,0,0,0
28min,1,0,0,0,0,0,0,1
29,14,4,2,1,2,6,4,3
29e,1,0,0,0,0,0,0,1
2_3,1,0,0,0,0,1,0,0
2a,0,1,0,0,1,0,0,0
2a1,1,1,2,0,0,0,0,0
2ab,1,0,0,1,0,0,0,0
2aller,1,0,0,0,0,0,1,0
2américains,1,0,0,0,0,0,1,0
2ans,12,1,8,3,0,0,1,1
2bis,0,1,1,0,0,0,0,0
2bisous,1,0,1,0,0,0,0,0
2buts,0,1,0,0,0,0,0,1
2c2,0,2,2,0,0,0,0,0
2d,0,1,0,0,0,1,0,0
2dan,0,1,1,0,0,0,0,0
2demain,0,1,0,0,0,0,0,1
2dissert,1,0,0,0,0,0,1,0
2dm,1,0,0,1,0,0,0,0
2doigt,1,0,1,0,0,0,0,0
2e,23,4,1,1,1,7,16,1
2em,1,0,0,0,0,0,1,0
2eme,28,3,1,14,5,9,0,2
2ers,1,0,1,0,0,0,0,0
2exo,1,0,1,0,0,0,0,0
2filles,1,0,0,1,0,0,0,0
2finale,0,1,0,0,0,0,0,1
2foi,1,0,0,0,0,0,1,0
2fois,4,0,2,0,0,0,2,0
2h,94,35,31,19,16,28,25,10
2h15,3,0,0,0,0,0,1,2
2h20,1,0,0,0,0,0,1,0
2h28,1,0,0,0,0,1,0,0
2h30,13,7,4,6,2,0,4,4
2h45,0,1,0,1,0,0,0,0
2h50,1,0,0,0,0,1,0,0
2heur,1,0,1,0,0,0,0,0
2heure,1,1,2,0,0,0,0,0
2heures,3,2,0,2,2,0,0,1
2histoires,1,0,0,0,0,0,1,0
2iz,0,1,0,1,0,0,0,0
2j,7,0,0,2,0,2,2,1
2jour,1,0,1,0,0,0,0,0
2journées,1,0,0,0,0,0,0,1
2jours,5,4,1,2,0,0,4,2
2k11,0,1,0,1,0,0,0,0
2kg,1,3,1,1,0,0,1,1
2km,1,0,0,0,0,1,0,0
2l,1,0,0,1,0,0,0,0
2ligne,0,1,1,0,0,0,0,0
2m,0,2,1,0,0,0,0,1
2m1,12,2,11,0,1,1,1,0
2magasin,1,0,1,0,0,0,0,0
2main,5,1,4,0,0,0,0,2
2min,31,6,7,4,1,6,4,15
2minnutes,1,0,0,0,0,1,0,0
2minutes,3,1,0,3,0,0,1,0
2mn,6,1,4,0,0,0,2,1
2mois,9,1,1,1,0,3,3,2
2morceaux,0,1,0,0,0,0,0,1
2nd,4,1,2,2,0,0,1,0
2nde,8,0,4,4,0,0,0,0
2notes,1,0,1,0,0,0,0,0
2nuit,1,0,1,0,0,0,0,0
2nuits,1,0,0,0,0,1,0,0
2ou,1,0,1,0,0,0,0,0
2ou3,3,0,0,1,0,1,0,1
2page,1,1,2,0,0,0,0,0
2passes,0,1,0,0,0,0,0,1
2pc,2,0,0,0,0,2,0,0
2petit,1,0,1,0,0,0,0,0
2pied,1,0,0,0,0,0,1,0
2places,1,0,0,0,0,0,1,0
2premiers,1,0,0,1,0,0,0,0
2première,1,0,1,0,0,0,0,0
2pui,0,2,2,0,0,0,0,0
2puis,0,1,0,0,0,1,0,0
2r1,1,0,1,0,0,0,0,0
2rallye,1,0,0,0,0,0,1,0
2rdv,0,1,1,0,0,0,0,0
2rien,3,1,4,0,0,0,0,0
2route,1,0,0,0,0,0,1,0
2rue,0,1,1,0,0,0,0,0
2s,2,0,0,0,1,0,0,1
2samedi,2,0,2,0,0,0,0,0
2sec,0,2,2,0,0,0,0,0
2seconde,1,0,0,1,0,0,0,0
2secondes,1,0,1,0,0,0,0,0
2sem,1,0,0,0,0,0,0,1
2semaine,1,0,0,0,0,0,1,0
2semaines,5,3,2,2,0,0,4,0
2setde11a,0,1,1,0,0,0,0,0
2soir,3,0,0,0,0,1,0,2
2soirs,2,0,2,0,0,0,0,0
2style,1,0,1,0,0,0,0,0
2suit,1,0,0,0,0,0,0,1
2temp,1,0,0,0,0,0,0,1
2texto,1,0,0,0,0,0,1,0
2truc,1,0,1,0,0,0,0,0
2voitures,1,0,0,0,0,0,1,0
2vé,1,0,0,0,0,0,0,1
2x,1,0,0,0,1,0,0,0
2ème,22,7,12,6,1,4,0,6
30,151,58,35,33,29,28,26,58
300,12,5,3,0,0,7,3,4
3000,3,0,0,2,0,0,1,0
3000an,0,1,1,0,0,0,0,0
3000ans,0,1,1,0,0,0,0,0
300e,2,0,0,0,0,2,0,0
300euros,1,0,0,0,0,1,0,0
300g,1,0,0,0,0,0,0,1
300kg,1,0,0,0,0,0,1,0
300km,0,1,0,0,0,0,1,0
300kms,1,0,0,1,0,0,0,0
300ko,1,0,1,0,0,0,0,0
300pages,1,0,0,0,0,0,1,0
302,1,0,0,1,0,0,0,0
303,1,0,0,1,0,0,0,0
30afficher,0,1,0,0,0,0,0,1
30ans,1,0,0,0,0,0,0,1
30cts,0,1,0,0,1,0,0,0
30degres,1,0,0,0,1,0,0,0
30e,6,0,0,0,0,5,0,1
30euros,0,2,0,1,0,0,0,1
30miinutes,1,0,0,0,0,0,1,0
30min,23,12,14,7,6,5,2,1
30minutes,2,1,1,0,0,1,0,1
30mn,3,4,3,0,1,0,1,2
30munites,1,0,1,0,0,0,0,0
30novembre,1,0,0,0,0,0,1,0
30o,1,0,0,0,0,0,0,1
30p,1,0,0,0,0,0,1,0
30pages,2,0,0,0,0,0,2,0
30poux,1,0,0,0,0,0,0,1
30sec,2,0,0,0,0,1,1,0
30seconds,2,0,0,0,0,0,2,0
30ème,1,0,0,0,0,1,0,0
30écoles,1,0,0,0,0,0,1,0
31,19,4,10,1,1,4,4,3
314,1,0,0,0,0,1,0,0
3141,1,0,0,0,1,0,0,0
31e90,1,0,0,0,0,1,0,0
32,7,3,1,2,2,3,1,1
320e,1,0,0,0,0,0,1,0
32e,2,0,0,0,0,0,2,0
33,7,0,1,1,4,0,1,0
333,4,1,1,0,4,0,0,0
3333,3,0,0,2,1,0,0,0
33333333,1,0,0,1,0,0,0,0
3333333333,1,0,0,1,0,0,0,0
33cm,1,0,0,0,0,0,0,1
33km,1,0,1,0,0,0,0,0
34,10,2,3,2,1,2,1,3
34000,1,0,0,0,0,0,1,0
34500,1,0,0,0,0,0,1,0
3459,1,0,1,0,0,0,0,0
34800,0,1,0,0,1,0,0,0
34e,1,0,0,0,1,0,0,0
35,19,8,6,10,1,6,1,3
350,2,0,0,0,0,2,0,0
359,0,1,0,0,0,0,0,1
35euros,1,0,0,1,0,0,0,0
35h,3,0,0,2,0,0,1,0
35jrs,1,0,0,0,0,0,0,1
35min,1,0,0,0,0,1,0,0
36,13,4,1,4,1,6,3,2
360,3,0,2,0,0,0,0,1
36000,1,0,0,1,0,0,0,0
3615,3,0,0,0,0,3,0,0
3615ma,1,0,0,0,0,1,0,0
366euro,1,0,1,0,0,0,0,0
36mn,0,1,1,0,0,0,0,0
37,5,4,3,0,3,2,0,1
375,1,0,0,1,0,0,0,0
38,6,3,2,2,2,1,0,2
380,0,1,0,0,1,0,0,0
381e,1,0,0,0,0,1,0,0
38cm,1,0,0,1,0,0,0,0
39,9,3,2,1,3,0,2,4
394782832929,1,0,0,0,1,0,0,0
399e,1,0,0,0,0,0,0,1
39e,1,0,0,0,0,0,0,1
39pssp,0,1,1,0,0,0,0,0
3a2,0,1,1,0,0,0,0,0
3ans,6,0,0,0,2,2,0,2
3ans3mois,1,0,0,0,0,1,0,0
3aujourd,1,0,0,0,0,0,0,1
3autres,1,0,1,0,0,0,0,0
3b,0,1,1,0,0,0,0,0
3bisous,1,0,1,0,0,0,0,0
3bonne,0,1,1,0,0,0,0,0
3c,1,0,0,1,0,0,0,0
3c2,2,0,0,0,0,2,0,0
3c4,1,0,0,0,0,1,0,0
3cours,1,0,0,0,1,0,0,0
3d,7,5,1,0,0,6,4,1
3dans,1,0,0,1,0,0,0,0
3degre,1,0,0,0,0,0,0,1
3ds,1,0,0,0,0,0,1,0
3e,7,4,0,0,1,3,7,0
3em,1,0,0,0,0,0,1,0
3eme,17,1,4,8,1,4,0,1
3et,1,0,0,1,0,0,0,0
3euro,2,0,0,0,1,0,1,0
3euros,1,0,0,0,0,1,0,0
3f,0,1,1,0,0,0,0,0
3fille,1,0,1,0,0,0,0,0
3francaises,1,0,0,0,0,0,1,0
3g,5,0,0,0,0,5,0,0
3gs,2,1,0,0,0,1,2,0
3h,52,24,18,18,12,8,7,13
3h00,1,0,0,0,0,0,0,1
3h15,0,1,0,0,1,0,0,0
3h20,1,0,0,0,0,1,0,0
3h30,6,3,2,2,2,1,0,2
3h42,1,0,0,0,0,0,0,1
3h54,1,0,0,0,1,0,0,0
3heures,3,0,0,3,0,0,0,0
3hhhhh,1,0,0,1,0,0,0,0
3i,1,0,0,1,0,0,0,0
3j,5,0,0,0,4,0,1,0
3jours,5,1,3,2,0,0,1,0
3jr,1,0,0,0,0,0,1,0
3km,1,1,1,0,0,0,1,0
3l,1,0,0,0,0,0,1,0
3lignes,1,0,0,0,0,0,1,0
3m,0,1,1,0,0,0,0,0
3min,6,3,3,4,0,0,2,0
3minutes,2,0,0,2,0,0,0,0
3mm,1,0,0,1,0,0,0,0
3mn,1,0,0,0,0,0,1,0
3moi,1,0,1,0,0,0,0,0
3mois,8,0,4,1,1,0,0,2
3mousquetaires,1,0,0,0,0,0,1,0
3novembre,1,0,1,0,0,0,0,0
3o,2,0,0,0,1,0,0,1
3ou4,1,0,0,0,0,1,0,0
3p,1,0,0,1,0,0,0,0
3partiels,2,0,0,0,0,0,2,0
3pers,0,1,1,0,0,0,0,0
3plombs,1,0,0,0,0,0,0,1
3posters,2,0,0,0,2,0,0,0
3pts,0,2,0,0,0,0,0,2
3reprise,1,0,1,0,0,0,0,0
3samu,1,0,0,0,0,0,0,1
3semaine,2,0,2,0,0,0,0,0
3semaines,2,0,0,0,0,0,1,1
3series,0,1,0,1,0,0,0,0
3sm,1,0,1,0,0,0,0,0
3soirs,1,0,0,0,0,0,1,0
3vii,1,0,1,0,0,0,0,0
3vivmnt,1,0,0,1,0,0,0,0
3x,1,0,0,0,1,0,0,0
3y,0,2,2,0,0,0,0,0
3ème,10,4,4,0,2,3,1,4
3écoles,1,0,0,0,0,0,1,0
40,52,21,15,12,13,10,9,14
400,10,3,2,5,0,3,2,1
4000,0,1,1,0,0,0,0,0
400e,4,0,1,0,0,2,1,0
400m,0,2,2,0,0,0,0,0
400mots,2,0,0,0,0,0,2,0
400secondes,1,0,1,0,0,0,0,0
403,1,0,0,0,0,1,0,0
407,3,1,0,0,0,0,2,2
40aine,1,0,0,0,1,0,0,0
40deg,1,0,0,0,0,0,1,0
40dg,1,0,0,0,0,0,0,1
40min,6,2,3,3,1,1,0,0
40minutes,1,0,1,0,0,0,0,0
41,4,2,2,0,0,3,0,1
412,0,1,1,0,0,0,0,0
413,0,1,1,0,0,0,0,0
417e,1,0,0,0,0,1,0,0
417euro,1,0,0,0,0,1,0,0
42,12,4,7,2,0,1,2,4
420h,1,0,0,0,1,0,0,0
428571,0,1,1,0,0,0,0,0
42euro,1,0,0,0,0,0,1,0
43,3,2,0,2,1,1,0,1
430,1,0,0,0,1,0,0,0
431,1,0,0,0,0,1,0,0
431e25,1,0,0,0,0,1,0,0
44,3,3,3,1,1,0,0,1
4450,0,1,0,0,0,0,1,0
45,65,15,11,16,4,13,23,13
450,1,0,0,0,0,0,1,0
45000,1,0,0,0,0,0,0,1
452,0,1,1,0,0,0,0,0
45e,1,0,0,0,0,1,0,0
45min,3,2,3,1,0,1,0,0
45minutes,0,1,0,1,0,0,0,0
45mn,2,0,0,0,0,0,1,1
46,2,4,3,0,2,0,1,0
464h,1,0,1,0,0,0,0,0
465,1,0,0,0,0,0,1,0
46h,1,0,0,0,0,1,0,0
47,1,4,3,0,0,0,1,1
47h,1,0,0,0,0,0,0,1
48,5,1,1,2,0,1,0,2
485,1,0,0,0,0,0,1,0
48h,2,1,0,0,0,0,1,2
49,2,1,1,1,0,0,0,1
49765432321,1,0,0,1,0,0,0,0
49euros,1,0,0,0,0,1,0,0
4aire,1,0,0,0,0,1,0,0
4aisait,1,0,0,0,0,1,0,0
4am,1,0,0,0,0,0,0,1
4an,2,0,2,0,0,0,0,0
4ans,6,1,1,0,0,1,2,3
4as,0,1,0,0,0,0,1,0
4avec,1,0,0,1,0,0,0,0
4b,1,0,0,1,0,0,0,0
4cm5,1,0,0,0,0,0,1,0
4d,1,0,1,0,0,0,0,0
4e,3,0,0,0,0,2,1,0
4em,1,0,0,0,0,0,1,0
4eme,7,0,1,2,0,2,0,2
4et5heures,1,0,0,1,0,0,0,0
4euros,1,0,0,0,0,1,0,0
4fille,2,0,2,0,0,0,0,0
4go,1,2,0,2,0,0,1,0
4grosse,1,0,1,0,0,0,0,0
4h,64,28,23,14,8,28,11,8
4h10,0,1,0,0,1,0,0,0
4h30,5,1,0,2,1,2,0,1
4hdi,1,0,0,0,0,0,1,0
4heure,1,0,0,1,0,0,0,0
4heures,3,0,2,1,0,0,0,0
4ieme,0,1,1,0,0,0,0,0
4j,2,0,0,1,1,0,0,0
4jours,3,0,2,1,0,0,0,0
4kilo,1,0,0,1,0,0,0,0
4kilos,0,1,0,1,0,0,0,0
4km,0,1,0,0,0,0,1,0
4min,6,0,0,2,0,3,0,1
4mois,3,0,0,1,1,0,1,0
4msg,1,0,1,0,0,0,0,0
4n,1,4,3,1,1,0,0,0
4p,1,0,0,1,0,0,0,0
4pates,1,0,0,0,0,0,0,1
4s,4,8,1,2,8,1,0,0
4séance,1,0,1,0,0,0,0,0
4à5,0,1,1,0,0,0,0,0
4ème,3,1,0,1,1,1,1,0
4éme,1,0,0,0,0,0,0,1
50,58,25,12,9,18,21,11,12
500,10,5,2,1,1,3,3,5
5000,3,1,1,0,0,2,1,0
5008,0,1,0,0,0,0,0,1
500e,3,0,0,0,0,0,3,0
500g,1,1,1,0,0,0,0,1
500giga,1,0,0,0,0,1,0,0
500mg,1,0,0,1,0,0,0,0
50ans,3,0,0,0,0,3,0,0
50e,2,0,1,0,1,0,0,0
50euro,2,0,0,0,0,0,2,0
50euros,1,0,0,0,0,1,0,0
50h,1,0,0,0,0,0,1,0
50min,0,1,0,0,1,0,0,0
50ml,1,0,0,0,0,0,1,0
51,4,1,2,1,0,1,0,1
512,1,0,0,0,1,0,0,0
518,0,1,0,0,0,0,0,1
52,2,0,1,1,0,0,0,0
528,1,0,0,0,0,0,1,0
53,7,0,0,4,0,2,0,1
53euros,3,0,0,0,0,3,0,0
53m2,1,0,0,0,0,1,0,0
53rue,1,0,1,0,0,0,0,0
54,2,3,2,2,0,0,1,0
54cm,1,0,0,0,0,0,0,1
54e,1,0,0,0,0,0,0,1
55,6,9,2,5,0,2,2,4
550,2,0,0,0,0,0,2,0
55m2,1,0,0,0,0,1,0,0
56,2,1,1,0,0,1,0,1
560105q,1,0,0,1,0,0,0,0
569,1,0,0,0,0,1,0,0
57,4,0,0,1,1,0,0,2
570h,1,0,0,0,1,0,0,0
57kg,2,0,0,0,0,0,2,0
58,6,3,3,1,0,2,1,2
583e,1,0,0,0,0,0,1,0
59,2,3,1,1,0,0,0,3
59h,1,0,0,0,0,0,0,1
5a,0,1,0,1,0,0,0,0
5abr,0,1,1,0,0,0,0,0
5ans,2,0,0,0,0,0,0,2
5br,0,1,1,0,0,0,0,0
5carton,1,0,1,0,0,0,0,0
5chaines,1,0,0,0,0,0,1,0
5e,6,1,0,0,3,1,2,1
5eme,2,0,0,0,0,2,0,0
5ere,1,0,0,0,0,1,0,0
5euros,3,0,0,0,0,2,0,1
5h,36,13,8,10,5,9,7,10
5h00,1,0,0,0,0,0,0,1
5h30,6,0,1,0,0,2,0,3
5h3o,1,0,0,0,0,0,0,1
5h45,2,0,0,0,1,0,1,0
5h46,0,1,0,0,1,0,0,0
5janvier,1,0,0,0,0,0,0,1
5jours,6,0,0,1,0,0,4,1
5jrs,1,0,0,0,0,0,0,1
5k,1,1,0,1,0,0,0,1
5kgs,1,0,0,1,0,0,0,0
5km200,0,1,1,0,0,0,0,0
5l,1,0,0,0,0,0,0,1
5ln,1,0,0,1,0,0,0,0
5m,0,1,0,0,0,0,0,1
5mhn,1,0,1,0,0,0,0,0
5min,54,10,22,12,4,12,11,3
5minutes,1,2,1,2,0,0,0,0
5mn,9,0,0,0,1,0,6,2
5mois,2,0,0,0,0,2,0,0
5novembre,1,0,1,0,0,0,0,0
5oct,1,0,0,0,0,0,0,1
5oene,1,0,0,0,0,0,0,1
5pa,3,0,0,0,0,0,0,3
5paquets,1,0,0,0,0,0,1,0
5pers,0,1,1,0,0,0,0,0
5personnes,0,1,1,0,0,0,0,0
5petites,1,0,0,1,0,0,0,0
5radio,1,0,0,0,0,0,1,0
5sem,1,0,0,0,0,0,0,1
5semaines,0,1,1,0,0,0,0,0
5ui,1,0,0,0,0,0,0,1
5ème,2,3,1,0,1,0,0,3
60,24,4,4,8,0,8,2,6
600,0,3,0,0,0,0,3,0
60e,3,0,1,0,1,0,1,0
60euros,1,0,0,1,0,0,0,0
60hein,1,0,0,0,0,0,1,0
60pages,1,0,0,0,0,0,1,0
61,1,0,0,0,0,0,1,0
613,1,0,0,0,1,0,0,0
6173,1,0,0,0,0,0,0,1
6194,1,0,0,0,0,1,0,0
61k,1,0,0,0,0,1,0,0
62,1,1,1,0,1,0,0,0
6200,0,1,0,0,0,0,0,1
620e,2,0,0,0,0,0,2,0
62millions,0,1,1,0,0,0,0,0
63,2,1,2,1,0,0,0,0
63eur,1,0,0,0,0,0,0,1
64,1,1,0,0,1,1,0,0
645,1,0,0,0,0,0,0,1
649,1,0,0,0,0,1,0,0
64p25,1,0,1,0,0,0,0,0
65,4,2,2,0,0,0,0,4
65ans,0,1,0,0,1,0,0,0
65euros,1,0,0,0,0,1,0,0
66,2,0,0,2,0,0,0,0
660,0,1,1,0,0,0,0,0
66cm,1,0,0,0,0,1,0,0
66e,1,0,0,0,0,1,0,0
66euros,1,0,0,0,0,0,1,0
66p26,1,0,1,0,0,0,0,0
67,1,0,0,0,0,0,0,1
670,0,1,0,1,0,0,0,0
678,0,1,0,0,0,0,0,1
68,2,1,0,0,0,1,1,1
69,1,1,1,1,0,0,0,0
69euro,1,0,1,0,0,0,0,0
6aussi,1,0,1,0,0,0,0,0
6bornes,1,0,0,0,0,0,1,0
6c2,2,0,0,0,0,2,0,0
6e,2,1,2,0,0,1,0,0
6eme,1,1,1,0,0,1,0,0
6euro,1,0,0,0,0,0,1,0
6euros,1,0,0,0,0,1,0,0
6h,45,18,8,12,8,12,13,10
6h15,1,0,0,0,0,0,1,0
6h30,1,2,1,0,1,0,1,0
6h45,1,1,0,1,1,0,0,0
6h50,1,1,0,0,0,0,0,2
6h54,1,0,0,0,0,0,1,0
6h58,0,1,1,0,0,0,0,0
6heure,2,0,0,1,0,1,0,0
6i,0,1,0,1,0,0,0,0
6j,1,0,0,0,0,0,1,0
6jours,0,1,1,0,0,0,0,0
6kgs,1,0,1,0,0,0,0,0
6min,2,0,0,1,0,0,1,0
6mois,5,0,1,0,0,2,2,0
6pizzas,0,1,0,0,0,0,0,1
6pm,1,0,0,1,0,0,0,0
6semaines,1,1,1,1,0,0,0,0
70,9,1,1,0,2,2,4,1
700,2,0,0,0,0,0,2,0
700e,3,0,0,0,1,0,2,0
70e,3,0,0,0,2,0,1,0
70sa,1,0,0,0,0,0,0,1
72,2,1,1,0,0,0,0,2
72h,0,2,0,0,0,0,1,1
73,4,1,0,2,0,1,2,0
731,0,2,0,0,0,0,0,2
732km,0,1,1,0,0,0,0,0
74,2,1,2,0,0,1,0,0
75,7,2,2,6,0,0,1,0
750,2,1,0,2,0,0,1,0
750000,0,1,0,0,0,0,0,1
750giga,1,0,0,0,0,1,0,0
76,4,0,3,0,0,0,0,1
7625,0,1,0,0,0,0,0,1
764,0,1,0,0,0,0,1,0
76402,1,0,0,0,0,1,0,0
77,3,2,2,2,0,0,0,1
78,2,1,1,1,0,0,0,1
79,3,1,0,2,1,1,0,0
7ans,2,0,1,0,0,1,0,0
7donc,1,0,1,0,0,0,0,0
7e,1,0,1,0,0,0,0,0
7eme,2,0,0,2,0,0,0,0
7euro,1,0,0,0,0,0,1,0
7euros,2,0,0,1,0,1,0,0
7h,35,11,2,9,6,8,8,13
7h00,0,1,0,0,0,0,0,1
7h08,1,0,0,0,0,1,0,0
7h15,3,3,1,1,1,1,2,0
7h25,0,1,0,0,0,0,1,0
7h30,13,5,2,2,6,1,2,5
7h32,1,0,0,0,0,0,0,1
7h35,1,2,0,1,0,0,0,2
7h40,3,1,1,2,1,0,0,0
7h43,2,0,1,0,0,1,0,0
7h45,3,1,1,1,1,0,1,0
7h50,2,2,2,1,0,0,1,0
7h54,1,0,0,0,0,1,0,0
7h55,2,0,0,0,0,1,1,0
7ieme,0,1,1,0,0,0,0,0
7j,4,0,1,3,0,0,0,0
7jour,1,0,1,0,0,0,0,0
7jours,3,0,2,0,0,1,0,0
7jrs,1,0,0,0,0,0,0,1
7livres,2,0,0,0,0,0,2,0
7meilleure,1,0,1,0,0,0,0,0
7min,2,0,1,1,0,0,0,0
7minutes,1,0,0,1,0,0,0,0
7mn,0,1,1,0,0,0,0,0
7mois,1,0,0,0,0,0,1,0
7octobre,1,0,0,0,1,0,0,0
7è,1,0,0,1,0,0,0,0
80,15,4,1,6,1,4,5,2
800,2,2,2,0,0,0,0,2
80000km,1,0,1,0,0,0,0,0
800m,0,4,4,0,0,0,0,0
80e,2,0,0,0,0,1,1,0
81,5,4,7,2,0,0,0,0
811jours,1,0,1,0,0,0,0,0
82,1,0,0,0,0,1,0,0
83,4,0,0,0,3,0,0,1
84,2,0,0,0,0,0,1,1
840min,1,0,1,0,0,0,0,0
85,4,0,0,0,1,2,1,0
850,1,0,0,0,0,0,1,0
8500e,1,0,1,0,0,0,0,0
857,0,1,1,0,0,0,0,0
85e,3,0,0,0,0,1,2,0
85euros,1,0,0,0,0,1,0,0
87,1,0,0,0,0,0,1,0
870kl,1,0,0,0,0,0,0,1
875,1,0,0,0,0,1,0,0
87e,1,0,0,0,0,1,0,0
88,3,0,0,0,0,1,1,1
888,0,1,0,1,0,0,0,0
88e,1,0,0,0,0,1,0,0
88euro,1,0,0,0,0,0,1,0
89,2,0,0,0,0,1,1,0
89de,1,0,0,0,0,0,1,0
8a9h30,0,1,1,0,0,0,0,0
8ans,2,0,0,1,0,0,0,1
8aussi,0,1,1,0,0,0,0,0
8e,1,0,0,1,0,0,0,0
8eme,1,0,0,1,0,0,0,0
8go,1,0,0,0,1,0,0,0
8h,64,33,24,23,16,12,16,6
8h00,1,3,0,1,0,0,0,3
8h03,1,0,1,0,0,0,0,0
8h05,2,0,0,1,0,1,0,0
8h10,2,1,3,0,0,0,0,0
8h11,1,0,1,0,0,0,0,0
8h15,14,3,1,2,1,6,4,3
8h18,0,1,1,0,0,0,0,0
8h20,6,3,1,6,2,0,0,0
8h25,1,0,0,1,0,0,0,0
8h30,22,7,5,10,2,2,3,7
8h34,1,0,0,0,0,1,0,0
8h35,0,1,0,0,0,0,1,0
8h40,1,0,0,1,0,0,0,0
8h45,7,1,1,2,1,0,0,4
8h50,1,1,0,0,1,0,0,1
8h55,0,1,1,0,0,0,0,0
8heure,5,0,0,1,0,4,0,0
8heures,1,0,0,0,0,0,0,1
8jours,2,1,2,0,0,0,1,0
8min,4,1,2,0,1,2,0,0
8mois,1,0,0,0,0,0,0,1
8o,0,1,1,0,0,0,0,0
8ou9,1,0,0,1,0,0,0,0
8p,1,0,0,0,0,0,1,0
8pts,1,0,1,0,0,0,0,0
8à9,1,0,1,0,0,0,0,0
8ème,1,0,0,0,0,0,0,1
90,15,6,7,4,1,2,4,3
900,0,1,0,0,1,0,0,0
900e,1,0,0,0,0,0,0,1
90210,1,0,0,1,0,0,0,0
90e,3,0,0,0,2,0,1,0
90km,0,1,0,0,0,0,1,0
91,2,0,0,2,0,0,0,0
92,3,0,3,0,0,0,0,0
93,1,0,1,0,0,0,0,0
94,2,0,0,0,1,0,1,0
95,4,5,4,1,0,1,1,2
96,3,0,3,0,0,0,0,0
97,5,0,3,0,0,2,0,0
974,1,0,0,0,0,1,0,0
98,3,1,0,0,0,1,0,3
99,4,3,2,2,0,1,1,1
995,1,0,0,1,0,0,0,0
9988,1,0,0,0,1,0,0,0
999,1,1,1,0,0,1,0,0
999999,0,1,1,0,0,0,0,0
99e,1,0,1,0,0,0,0,0
9b15,1,0,0,0,1,0,0,0
9e,3,0,0,0,2,0,0,1
9euros,1,0,0,0,0,1,0,0
9h,57,41,26,20,17,4,10,21
9h08,3,0,2,0,0,1,0,0
9h15,13,1,0,0,2,4,5,3
9h20,1,0,0,0,0,0,0,1
9h25,0,1,1,0,0,0,0,0
9h30,6,4,2,0,1,2,1,4
9h30pm,0,2,2,0,0,0,0,0
9h3o,1,1,0,0,0,0,0,2
9h42,1,0,0,0,0,1,0,0
9h45,14,1,0,1,1,3,4,6
9h50,1,0,1,0,0,0,0,0
9heure,3,0,1,1,0,1,0,0
9heures,1,0,0,0,0,0,0,1
9janvier,2,0,0,0,0,0,2,0
9km,0,1,0,0,1,0,0,0
9min,7,0,1,0,0,6,0,0
9mois,0,1,0,1,0,0,0,0
9on,1,0,0,0,0,1,0,0
9p20,1,0,1,0,0,0,0,0
__,5,1,0,5,0,0,0,1
___,21,1,0,1,0,0,20,1
____,0,1,0,0,0,0,0,1
_____________,1,0,0,1,0,0,0,0
a14h30,1,0,0,0,0,0,0,1
a17,0,1,1,0,0,0,0,0
a17h,1,0,0,0,0,0,0,1
a17h45,1,0,0,0,0,0,0,1
a18h,1,0,0,0,0,0,0,1
a20,1,0,0,0,1,0,0,0
a208,1,0,0,0,0,0,0,1
a20h,1,0,0,0,0,0,1,0
a3h,0,1,1,0,0,0,0,0
a4,1,0,0,0,0,0,0,1
a5,0,1,0,0,1,0,0,0
a8h,1,0,0,0,1,0,0,0
aa,3,1,1,3,0,0,0,0
aaa,3,0,0,0,0,1,2,0
aaaa,5,0,1,3,0,1,0,0
aaaaa,1,0,0,1,0,0,0,0
aaaaaa,1,0,0,0,0,0,1,0
aaaaaaa,1,0,0,0,0,0,1,0
aaaaaaaaaaaaaaaa,0,1,0,0,1,0,0,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,0,1,1,0,0,0,0,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaah,1,0,0,1,0,0,0,0
aaaaaaaaaaaaaaaaaaaaaaaaaaah,1,0,0,1,0,0,0,0
aaaaaaaaaaaaaaaaaaah,1,0,0,1,0,0,0,0
aaaaaaaaaaaaaaaaah,1,0,0,1,0,0,0,0
aaaaaaaaaaaaaaahhhhhhhhh,1,0,0,0,0,1,0,0
aaaaaaaaaaaaaah,1,0,0,0,0,0,0,1
aaaaaaaaaaaaaahhhhh,1,0,0,1,0,0,0,0
aaaaaaaaaaaaah,2,0,0,2,0,0,0,0
aaaaaaaaaaaah,1,0,0,0,1,0,0,0
aaaaaaaaaaahhhhhh,1,0,0,0,0,0,0,1
aaaaaaaaaah,2,0,0,2,0,0,0,0
aaaaaaaaah,1,0,0,1,0,0,0,0
aaaaaaaaahhhhhhhhhhhhh,0,1,1,0,0,0,0,0
aaaaaaaah,1,1,0,2,0,0,0,0
aaaaaaaahhh,1,0,0,0,0,1,0,0
aaaaaaaahhhhhh,1,0,0,1,0,0,0,0
aaaaaaah,7,0,1,4,0,1,0,1
