,Femme,Homme,Age1
aaaaaarrrgg,1,0,0
aaaaah,11,1,1
aaaaahhh,0,1,0
aaaaahhhh,0,1,1
aaaaans,1,0,0
aaaaargh,1,0,0
aaaaarrrr,1,0,0
aaaaaw,1,0,0
aaaah,42,2,0
aaaahhh,2,0,0
aaaahhhhhh,2,0,0
aaaar,1,0,0
aaaarrr,5,0,0
aaaarrrr,1,0,0
aaaccord,1,0,0
aaah,68,0,4
aaahh,2,0,0
aaahhh,3,0,0
aaahhhh,2,0,0
aaahhhhh,1,0,0
aaanniversaireuh,1,0,0
aaar,2,0,0
aaarg,1,0,0
aaarr,1,0,0
aaarrr,1,0,0
aace,1,0,1
aah,24,1,2
aahaahaaahh,1,0,0
aahah,1,0,0
aahahah,1,0,0
aahahh,1,0,0
aahh,1,1,2
aahhahaha,0,1,1
aahhh,3,0,0
aahhhh,2,1,1
aahhhhh,1,0,0
aahhhhhhhh,1,0,0
aalalala,1,0,0
aapres,0,1,1
aarrr,1,0,0
aas,2,0,0
aautre,1,0,0
aavoir,1,0,0
ab,1,0,0
ab18h30,0,1,0
abaisse,1,0,0
abandon,2,1,0
abandonne,11,0,2
abandonner,4,0,0
abandonnes,5,0,2
abandonnez,1,0,0
abandonné,7,4,3
abandonnés,1,2,0
abasourdie,1,0,0
abats,1,0,0
abattre,4,0,0
abattu,1,0,1
abbaye,1,1,0
abbesses,1,0,0
abbraci,1,0,0
abbé,1,0,0
abc,1,0,0
abdo,8,1,0
abdominale,1,0,0
abdos,14,1,2
aber,1,0,0
abercrombie,1,3,3
abeville,1,0,0
abholen,1,0,0
abia,1,0,0
abidal,1,0,0
abiment,1,0,0
abimer,2,0,0
abimes,1,0,0
abimé,1,0,0
abis,0,1,1
abite,1,0,0
abitude,1,0,0
ablation,1,0,0
able,0,2,0
abo,1,0,1
aboie,1,0,1
abojaiou,1,0,1
abomination,1,0,0
abondance,0,2,0
abonnement,6,2,0
abonnes,1,0,0
abord,43,13,12
abordable,0,1,0
abordais,1,0,0
aborde,0,1,0
aborder,5,2,1
abordé,1,1,1
abouaboua,2,0,0
abouffer,1,0,0
aboul,2,0,0
about,1,2,0
aboutir,1,1,0
aboutisse,2,0,2
aboutissement,1,0,0
aboyè,3,0,2
abr,1,0,1
abraham,1,0,0
abreger,0,1,1
abrevoir,0,1,0
abri,4,1,0
abricot,1,1,0
abricots,1,2,0
abris,2,0,0
abrit,0,1,0
abrogé,2,0,0
abrute,0,1,1
abruti,4,0,0
abrutir,1,0,0
abrutis,6,1,1
abrègè,1,0,1
abrégé,2,0,2
abréviation,1,0,0
absence,13,3,2
absences,3,0,1
absent,6,4,3
absente,5,1,1
absenterai,2,0,2
absents,3,0,0
absolu,6,1,2
absolue,2,0,0
absolues,1,0,0
absolument,66,16,18
absolutelt,1,0,0
absoluuuuuuut,1,0,0
absorbeur,1,0,0
absorbeurs,1,0,0
absorbée,1,0,0
absorption,1,0,0
absoute,1,0,0
abstenir,3,0,1
abstiens,0,1,0
abstinence,1,0,0
abstraction,2,0,0
absurde,1,0,0
absurdité,1,0,0
abus,1,2,0
abusais,1,0,0
abuse,14,3,5
abusent,1,4,0
abuser,11,0,0
abuses,4,2,0
abusez,0,1,0
abusè,1,0,0
abusé,33,7,5
abîmes,0,1,0
ac,211,40,84
acabo,1,0,0
académie,3,0,0
académique,1,0,0
acaemique,1,0,0
acasa,1,0,0
acb,0,1,1
acc,46,3,4
accaparante,1,0,0
acceder,2,0,0
accedes,1,0,0
accee,1,0,0
accelererait,1,0,0
acceleres,1,0,0
accelère,2,0,0
accent,15,3,5
accents,1,0,0
accentue,2,0,0
accentuer,1,0,0
acceptable,0,2,2
acceptait,1,0,0
acceptation,0,1,0
accepte,21,3,3
accepted,1,0,0
acceptent,2,0,0
accepter,15,4,3
acceptera,3,0,1
accepteraient,0,1,1
accepterait,2,0,0
acceptes,2,1,0
accepté,17,3,3
acceptée,4,1,1
acceptées,2,0,1
acces,2,1,0
access,1,0,0
accessibilite,1,0,0
accessible,3,1,0
accessoirement,3,1,1
accessoires,3,1,0
acceuil,0,1,0
acceuile,1,0,0
acciden,1,0,0
accident,18,10,8
accidentellement,0,1,0
acclimations,0,1,0
acco,1,0,0
accompagnants,1,0,0
accompagne,7,0,0
accompagnee,1,0,0
accompagnement,1,0,0
accompagner,11,4,1
accompagnes,3,0,0
accompagnè,1,0,0
accompagné,10,2,2
accompagnée,5,1,0
accompli,0,1,0
accomplie,2,0,0
accomplir,1,0,0
accomplissement,1,0,0
accoooooord,2,0,1
accooooord,1,0,0
accoooord,2,1,1
accooord,0,1,1
accoord,1,0,0
accor,1,0,1
accord,525,96,282
accorde,12,2,3
accorder,5,0,0
accordes,2,0,0
accordez,1,0,0
accords,1,1,1
accordé,1,0,0
accostée,1,0,0
accouche,0,1,0
accouchement,4,0,0
accouchements,2,0,0
accoucher,3,0,1
accouché,1,4,1
accoudoir,1,1,1
accour,1,0,0
accourd,2,0,0
accours,3,0,0
accoutrement,0,1,0
accraaaaas,1,0,0
accred,1,0,0
accro,17,3,3
accroc,1,0,1
accroche,10,4,2
accrocher,8,1,2
accrocherait,1,0,0
accroché,1,0,0
accros,3,0,0
accueil,10,4,1
accueillants,1,0,0
accueille,1,0,0
accueillent,1,0,1
accueillera,0,1,0
accueillerai,1,0,1
accueillerait,1,0,0
accueilles,1,0,0
accueilli,1,0,0
accueillir,9,5,3
accumulait,1,0,0
accumulation,1,0,0
accumule,2,0,0
accumulent,0,2,2
accumuler,1,0,0
accumules,0,1,0
accumulé,0,1,0
accuse,0,1,1
accuser,0,1,1
accuses,2,0,0
accusé,6,2,2
accusés,1,0,0
accède,0,2,1
accès,15,3,3
accéder,4,0,0
accélerer,1,0,0
accélère,1,0,1
accélérateur,0,1,0
accélération,0,1,0
accélérer,2,0,0
accés,1,0,0
ace,6,0,1
acec,1,0,0
acer,2,0,1
acerbes,1,0,0
acetone,1,0,0
acetylferrocene,1,0,0
aceuillir,1,0,0
achard,1,0,0
acharne,0,1,0
achat,5,3,0
achats,6,0,0
achemine,1,0,0
acheminement,1,0,0
achetable,1,0,0
achetant,1,0,0
achete,30,1,5
achetent,1,0,0
acheter,170,47,35
achetera,3,0,0
acheterai,1,0,0
acheterais,1,0,0
acheteur,1,0,0
acheteurs,1,1,0
achetez,1,0,0
achetr,1,0,0
achette,1,0,0
achetè,2,0,1
acheté,69,24,17
achetée,2,0,1
achetées,1,0,0
achetés,3,1,0
achever,1,1,1
achevé,2,0,0
achevée,0,1,0
achevées,1,0,0
achievement,0,1,1
achte,1,0,0
achter,1,0,0
achzteuse,1,0,0
achète,54,7,11
achèter,1,0,0
achètera,3,0,0
achèterai,1,0,0
achèterais,2,0,0
achèteras,1,1,0
achètes,3,0,0
achée,0,1,1
achéte,2,0,0
achétera,3,0,0
achéterais,2,0,0
acide,1,2,2
acides,0,1,1
acier,1,0,0
acm,0,1,0
acodac,2,0,0
acolytes,1,0,0
acompagmes,1,0,0
acompagne,1,0,0
acompagnements,1,0,0
acompagnè,1,0,0
acompte,1,0,0
acord,4,1,1
acort,1,0,0
acouche,1,0,0
acouchement,1,0,0
acounamatata,2,0,0
acquelqu,1,0,0
acquerir,2,0,0
acquis,7,2,2
acquises,1,0,0
acquisition,1,1,1
acquières,1,0,0
acrc,0,1,0
acrobatique,0,1,0
acrylique,2,0,2
acte,3,1,2
actes,1,0,0
acteur,1,0,0
acteurs,1,1,2
actif,6,0,0
actifs,1,0,0
action,8,3,4
actionnaires,1,0,0
actions,3,0,0
actiplay,0,1,0
active,3,3,1
activement,0,1,0
activer,3,0,1
actives,1,0,0
activite,0,1,1
activity,1,0,0
activitè,0,1,0
activité,8,1,1
activités,9,3,2
activé,2,0,0
actrice,6,1,1
actu,4,0,3
actualisation,0,1,0
actualise,0,1,1
actualiserai,0,1,0
actualisé,1,0,0
actualite,2,0,0
actualité,3,1,2
actualités,1,0,0
actually,1,0,0
actualmente,1,0,1
actuel,4,1,0
actuelle,2,2,1
actuellement,4,4,3
actuels,2,0,0
acu,3,0,0
acum,1,0,0
acuma,2,0,0
acupuncture,0,1,1
acè,1,0,0
acérola,1,0,0
acétone,3,0,0
ad,2,0,0
ada,0,1,0
adage,0,1,1
adam,0,1,0
adams,1,0,0
adaptable,0,2,0
adaptateur,7,1,0
adaptateurs,1,0,0
adaptation,0,1,0
adapte,1,0,0
adapter,0,1,0
adapterai,1,0,0
adapté,2,0,0
adaptées,0,1,0
addict,1,0,0
addictif,1,0,1
addiction,5,0,0
addition,2,0,0
additionnant,1,0,0
additionnes,1,0,0
additionné,1,0,0
addresse,10,0,0
adducteur,1,0,0
adecco,1,0,0
ademas,2,0,2
adequat,1,0,1
adhère,1,0,0
adhérer,0,1,0
adhésion,0,1,0
adi,0,1,1
adidas,1,1,0
adieu,9,3,3
adiiiiios,1,0,0
adios,1,0,0
adjoint,1,1,1
adjuge,2,0,0
adjugé,14,0,0
adm,0,2,2
admets,1,0,0
admettons,4,0,0
admettre,1,1,1
admin,1,0,0
administrateur,1,0,0
administratif,4,1,1
administration,6,0,1
administratives,1,0,0
admirable,0,1,0
admirateur,0,1,1
admirativa,1,0,1
admiratrice,0,1,0
admire,4,3,2
admirer,2,1,1
admires,2,0,1
admirez,2,0,0
admiring,1,0,1
admiro,1,0,1
admiré,1,0,1
admis,0,1,0
admtavm,1,0,1
adn,1,1,2
adolescence,0,1,1
adolescente,1,0,0
adolescents,0,1,1
adooooore,1,0,0
adooore,1,0,0
adoore,2,0,0
adoprixtoxis,0,3,3
adopte,8,0,0
adopter,5,0,1
adopterons,1,0,0
adoptunmec,2,0,0
adoptés,4,0,0
adorable,18,5,7
adorableeeeee,1,0,1
adorables,1,0,1
adoration,0,1,0
adore,75,18,21
adorent,1,2,0
adorer,3,0,0
adorerai,1,0,0
adorerais,1,1,1
adores,1,1,1
adorè,1,0,1
adoré,13,3,2
adorée,5,2,2
adorés,1,0,0
ados,3,0,0
adouci,1,0,0
adr_1,0,1,0
adr_10,2,0,0
adr_11,1,1,0
adr_12,2,0,0
adr_13,4,0,1
adr_14,1,2,0
adr_15,2,1,0
adr_16,1,2,1
adr_17,4,0,0
adr_18,1,0,0
adr_19,0,1,0
adr_2,5,5,5
adr_20,1,1,0
adr_21,2,0,0
adr_22,3,1,1
adr_23,1,0,1
adr_24,0,1,0
adr_25,0,3,0
adr_27,2,0,0
adr_3,1,1,1
adr_32,0,1,0
adr_33,1,1,0
adr_34,0,2,0
adr_4,2,0,0
adr_43,0,1,0
adr_45,0,1,0
adr_5,2,1,2
adr_50,1,0,0
adr_56,1,0,0
adr_6,2,3,1
adr_7,1,1,0
adr_8,2,0,0
adr_9,1,1,1
adress,4,0,0
adressais,1,0,0
adresse,95,31,12
adresser,1,1,0
adresses,8,0,0
adressé,1,0,0
adressés,1,0,0
adrexo,1,0,0
adroite,0,1,0
aducteur,4,0,0
adulation,1,0,0
adulte,5,2,0
adultes,5,2,1
adulé,0,1,1
advance,0,1,0
adversaire,1,0,0
adverse,1,0,0
advienne,0,1,0
adéquat,1,0,0
adéquation,1,1,0
adíos,1,0,1
aec,1,0,0
aequo,4,0,0
aere,1,0,0
aeri,1,0,0
aero,3,0,0
aeroplane,1,0,1
aeroport,4,0,0
aerosmith,1,0,0
aerosol,0,1,0
aes,2,0,0
aeu,1,0,0
afaire,2,0,0
aff,1,0,0
affaiblie,1,1,0
affaiblir,1,0,0
affair,1,0,0
affaire,14,4,6
affaires,52,20,13
affaler,1,0,0
affalé,0,1,1
affamée,1,0,0
affcul,0,1,0
affectif,1,2,0
affection,6,0,0
affective,1,0,0
affectueux,1,0,0
affecté,1,1,0
affichage,3,0,0
affiche,20,5,3
affichent,1,0,0
afficher,3,0,0
affiches,5,5,0
affiché,2,0,1
affichée,0,1,1
affichées,1,0,1
affichés,1,0,0
affile,1,0,0
affilié,1,0,0
affilé,0,1,0
affilée,0,1,1
affiner,1,0,0
affinites,1,0,0
affinité,0,1,0
affinités,1,1,1
affirmatif,0,1,1
affirmation,1,0,1
affirmations,1,0,0
affirme,1,0,0
affirmer,3,1,0
affirmes,1,0,0
affirmé,1,0,0
affleck,1,0,0
affligeant,1,0,0
afflux,2,0,0
affolant,1,0,0
affole,3,0,0
affoler,0,1,1
affolé,1,0,0
affolée,1,0,0
afford,0,1,0
affreu,1,0,0
affreuse,2,0,1
affreusement,2,0,0
affreux,4,5,1
affronte,1,0,0
affronter,1,2,0
affut,1,0,0
afghan,1,0,0
afilè,1,0,0
afin,5,2,1
afini,0,1,1
afps,1,0,0
afr,1,0,0
afreu,1,0,0
afreuse,1,0,1
afreux,0,1,0
africa,1,0,0
africain,1,0,0
africaine,2,0,0
afrique,5,1,2
afro,1,0,0
after,3,1,1
afternoon,2,1,0
ag,4,1,1
agacante,1,0,0
agace,2,1,0
agacement,1,0,0
agacer,1,0,0
agacé,1,0,0
agagag,1,0,0
again,4,2,0
against,1,0,0
agard,0,1,1
agatha,1,0,0
agaçante,1,0,0
agde,5,3,0
age,48,10,7
agee,1,0,0
agen,6,0,0
agence,20,7,2
agences,4,0,0
agenda,14,7,7
agent,5,0,0
agenzie,1,0,0
ages,5,0,0
aggiche,1,0,0
agglo,2,1,2
aggrave,0,1,0
aggraver,0,1,0
agir,5,1,0
agis,4,0,0
agissait,1,0,0
agisse,1,0,0
agit,9,7,0
agité,1,1,0
agneaux,1,0,0
agonises,2,0,0
agora,1,0,0
agosto,0,1,1
agrafe,1,0,1
agrafes,4,0,0
agrandi,1,0,0
agrandir,0,1,0
agreable,7,1,1
agreg,1,0,0
agresse,1,0,0
agresser,1,2,1
agresses,1,0,0
agressif,2,0,0
agression,1,0,0
agressé,3,0,1
agressée,2,0,0
agressér,1,0,0
agricol,1,0,0
agricole,1,1,0
agriculteurs,2,0,0
agrippe,1,0,0
agrissi,1,0,0
agréable,33,6,3
agréables,1,0,0
agréer,1,1,1
agrément,0,1,0
agt,1,0,0
aguate,1,0,1
aguessac,2,0,0
agur,1,0,0
agé,3,0,0
agée,1,0,0
agées,1,0,0
agés,2,0,0
ah,1927,728,443
aha,18,90,101
ahaaa,4,0,0
ahaaaa,1,0,0
ahaah,1,0,0
ahah,62,47,25
ahaha,13,26,28
ahahaaaahahahaahahhahahahahaahahhahahahahahahaha,1,0,0
ahahaah,2,0,0
ahahah,13,11,3
ahahaha,8,16,17
ahahahaahaha,1,0,0
ahahahaahhaha,1,0,0
ahahahah,3,1,1
ahahahaha,1,2,2
ahahahahah,1,0,1
ahahahahaha,1,4,4
ahahahahahaha,0,4,4
ahahahahahahah,1,1,2
ahahahahahahaha,1,2,2
ahahahahahahahahaha,0,1,1
ahahahahahahahahahah,1,0,0
ahahahahahahahahahaha,0,1,1
ahahahahahahahahahahahahahaha,0,1,1
ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,1,0,0
ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,0,1,1
ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,0,1,1
ahahahahahahahahha,1,0,0
ahahahahahà,1,0,0
ahahahahhahahah,0,1,1
ahahahhaha,1,0,0
ahahahhhaa,1,0,0
ahaj,1,0,0
ahau,1,0,0
ahead,1,1,0
ahem,2,0,0
ahg,1,0,0
ahh,17,45,32
ahha,2,1,1
ahhaha,1,0,0
ahhahhh,1,0,1
ahhh,22,10,6
ahhhg,0,1,0
ahhhh,14,2,4
ahhhhh,4,2,0
ahhhhhh,0,1,0
ahhhhhhh,2,0,0
ahhhhhhhh,1,0,0
ahhhhhhhhhh,2,0,0
ahhhhhhhhhhhhhhh,1,0,1
ahlala,3,0,1
ahora,1,0,0
ahun,1,0,0
ahuy,0,1,0
aia,2,0,0
aid,1,1,0
aidant,0,1,1
aide,81,20,23
aidee,1,0,0
aideer,1,0,0
aident,1,0,1
aider,108,24,26
aidera,7,1,0
aiderai,3,0,2
aiderais,7,0,0
aiderait,3,0,0
aideras,1,0,0
aides,12,0,4
aidez,1,0,0
aidons,1,0,0
aidé,15,6,3
aidée,2,0,0
aieaieaie,1,0,0
aieaieaieaie,1,0,0
aieux,3,0,0
aigrie,1,0,0
aigu,0,1,0
aigue,0,1,1
aiguelongue,2,0,0
aigues,3,1,0
aiguille,2,0,0
aiguillerie,1,0,0
aii,1,0,0
aiiee,1,1,1
aiiiiie,1,0,0
aiiiiiie,1,0,0
aiiiiiiiime,1,0,1
aiiiime,1,0,0
aiiime,2,0,0
aiime,2,0,0
aiiv,1,0,1
aikido,2,1,1
aikiné,1,0,1
ail,0,12,0
aile,1,0,0
ailes,2,1,1
aileur,1,0,0
aill,1,0,0
aille,113,22,24
aillent,3,1,0
ailles,18,2,2
ailleur,12,4,2
ailleurrs,1,0,0
ailleurs,213,24,27
aillez,0,1,0
ailliers,1,0,0
ailé,1,0,1
aim,1,0,0
aimable,2,1,0
aimai,4,0,2
aimaient,2,1,2
aimais,18,7,9
aimait,3,1,2
aimant,3,0,0
aimants,2,0,0
aimd,1,1,2
aime,3369,252,2573
aimee,1,0,0
aimeee,1,0,0
aimeeeee,1,0,0
aimees,1,0,0
aiment,17,5,6
aimer,36,9,5
aimera,1,1,2
aimerai,63,6,30
aimeraient,1,1,2
aimerais,95,31,26
aimerait,9,0,0
aimeras,2,0,0
aimerions,1,0,0
aimeré,0,1,1
aimes,57,12,19
aimez,6,1,3
aimiez,0,1,1
aimmmme,0,1,0
aimrai,0,1,0
aimè,4,0,0
aimé,61,23,9
aimée,3,2,2
aine,1,1,1
ainsi,27,13,3
aipas,1,0,0
air,200,33,28
airais,2,0,0
airait,1,0,0
airbus,0,2,2
aire,11,2,2
airis,0,1,0
airq,1,0,0
ais,14,3,7
aise,13,3,3
aisitye,1,0,1
aissaiyé,0,1,1
aisselle,0,1,0
aisselles,1,0,0
aite,0,1,1
aitre,1,1,2
aiu,0,1,1
aiuti,1,0,0
aix,15,3,0
aié,1,0,1
aja,2,0,0
ajaccio,1,0,0
ajah,0,1,0
ajd,35,1,5
ajh,2,0,0
ajourd,0,1,1
ajourée,1,0,0
ajoutant,1,0,0
ajoute,5,4,1
ajouter,7,4,1
ajoutes,2,0,0
ajouts,1,0,0
ajoutè,0,1,0
ajouté,6,3,3
ajung,2,0,0
ajuns,2,0,0
ak,37,1,37
aka,1,1,1
akg,0,2,0
aki,1,0,1
akon,0,2,0
al,2,1,1
ala,7,2,2
alai,5,0,4
alaient,0,1,1
alaite,1,0,0
alala,16,44,9
alalaaa,1,0,0
alalaaaa,0,1,1
alalala,4,0,0
alan,1,0,0
alant,1,0,0
alarme,6,0,1
alaska,1,0,0
alaurs,1,0,0
albarn,0,1,0
alber,1,0,0
albergo,1,0,0
albert,13,6,1
albi,3,0,0
album,12,4,3
albums,7,2,1
alcamie,1,0,0
alcanidcantity,0,1,0
alcatel,3,0,2
alco,1,0,0
alcolique,1,0,1
alcollo,0,1,1
alcolo,1,0,0
alcool,31,12,11
alcoolique,5,1,1
alcoolisées,1,2,1
alcoolisés,1,0,0
alcoolo,0,1,0
alcools,0,1,0
ale,2,2,2
aleas,1,0,0
aleer,1,0,1
alegro,1,0,0
alei,1,0,1
alellujah,1,0,0
alelua,1,0,1
aleluya,1,0,1
aleman,1,0,1
alentour,2,0,0
alentours,5,2,0
aler,2,7,5
alergique,1,0,0
alerte,31,6,9
ales,14,4,2
aleur,0,1,0
alexandra,2,0,0
alexchou,1,0,1
alexcool,1,0,1
alexouille,1,0,1
alez,2,0,0
alfa,1,0,0
algorythmes,0,1,1
algumas,0,1,1
algèbre,2,0,0
algérie,3,0,1
algérien,1,0,0
algérienne,1,0,0
algériens,1,0,0
alheure,0,1,1
ali,1,0,0
alias,2,0,0
alice,3,0,0
alicia,1,0,0
alien,1,0,0
alignement,1,0,0
alikoum,1,0,0
alimentaire,4,1,1
alimentaires,1,0,0
alimentation,1,0,0
aliments,2,1,2
alinéa,1,0,0
aliphatique,0,2,0
alir,1,0,1
alirs,1,0,0
alissas,1,0,0
alive,0,1,1
alizée,0,1,0
alker,1,0,0
alkez,1,0,0
all,15,6,3
alla,4,0,0
allah,9,1,0
allahi,0,1,0
allai,4,2,0
allaient,5,0,0
allair,1,0,0
allais,84,29,19
allait,99,25,16
allant,8,4,5
alle,17,4,6
allee,15,0,1
alleeeeez,1,0,0
alleeeeezzz,1,0,0
alleeer,2,0,0
alleeez,1,0,0
allees,1,0,1
allei,1,0,0
alleine,1,0,1
alleluia,1,2,1
allelujah,1,0,1
allemagne,7,7,6
alleman,1,0,1
allemand,35,12,25
allemande,0,3,2
allemandes,0,2,0
allemend,1,0,0
allene,1,0,0
allentours,3,0,0
aller,1158,314,196
allergie,8,0,1
allergies,3,0,0
allergique,8,0,0
allergologue,3,0,0
allers,2,1,1
alles,2,0,0
allet,1,0,1
alleurs,1,0,0
allez,327,75,57
allezzz,0,1,1
allgne,1,0,0
alli,1,0,0
alliance,1,2,2
allier,1,0,0
alliez,3,1,0
alligators,0,1,0
allions,2,1,0
allié,1,0,0
alllllllloooooooo,0,1,0
allllooooooooo,0,1,0
alllooooo,1,0,0
allo,13,6,3
alloc,1,0,0
allogè,1,0,1
allonge,5,0,2
allonger,2,2,1
allonges,1,0,0
allongèe,1,0,0
allongé,4,2,1
allongée,6,0,1
allons,12,2,4
allopass,0,1,0
allora,1,0,0
allors,0,1,1
alloshowstv,1,0,0
allrr,1,0,0
allrt,1,0,0
allucinant,1,0,0
allumage,3,0,0
allume,11,1,1
allumee,1,0,0
allumer,6,5,2
allumettes,1,1,1
allumé,10,1,1
allumée,3,0,0
allure,3,3,0
allusions,0,1,0
allzr,1,0,0
allè,2,0,0
allèe,1,0,0
allé,329,92,106
allée,93,18,21
allées,3,0,0
allégresse,0,2,0
allélouia,1,0,0
alléluia,1,0,0
alléluiah,1,0,1
allés,14,5,4
allééé,1,0,0
allô,6,0,6
almange,0,1,1
almodovar,0,3,0
almodovaresques,0,1,0
alo,1,1,1
aloes,1,0,1
alofs,1,0,0
alone,5,0,0
alongé,1,0,0
alonso,0,2,0
aloooooors,1,0,0
aloooors,1,0,0
alooors,2,0,0
aloors,2,0,0
alor,59,19,27
alorq,1,1,1
alors,2904,858,583
alorss,1,0,0
alos,1,0,0
alots,1,0,1
alpes,3,1,0
alpha,2,0,0
alphabet,1,1,1
alphabetique,1,0,0
alphonse,1,0,0
alptraum,1,0,0
alr,22,34,7
alright,1,1,2
alros,2,0,1
alrs,10,0,0
als,17,0,9
alsace,1,1,0
alsacienne,0,1,0
alsaciens,0,1,0
alsn,1,0,1
also,0,1,0
alt,1,0,0
alternance,3,2,0
alternative,0,1,0
alternatives,1,0,1
alterne,1,0,0
altitude,0,1,1
alto,1,0,1
altérnée,1,0,0
alu,4,0,0
alucination,1,0,0
alumaient,1,0,0
aluminium,1,0,1
alumè,1,0,0
alumé,1,0,0
aluu,1,0,0
alvin,1,0,0
always,2,0,0
alyssa,1,0,0
alz,1,0,1
alzaheimer,2,0,0
alzeihmer,0,1,0
alzeimer,1,0,0
alè,19,0,0
alès,23,0,0
alé,5,1,3
aléas,1,0,1
aléatoire,2,3,2
alés,2,0,0
alésiens,1,0,0
am,29,19,3
amabilité,1,0,0
amais,1,0,0
amalfitano,0,1,0
amand,0,1,1
amanda,1,0,0
amande,3,1,1
amant,1,1,0
amante,1,3,2
amateur,1,0,1
amatrice,0,1,0
amazing,6,2,1
amazon,1,2,1
amazone,2,0,0
amazonia,3,0,0
amazonienne,1,0,0
ambassadeur,1,0,0
ambiance,20,6,5
ambiances,1,0,0
ambiant,1,0,0
ambigu,3,0,0
ambigue,5,0,0
ambiguité,4,0,1
ambigus,1,0,0
ambiguïté,1,0,0
ambitieux,0,1,0
ambition,2,1,1
ambitions,1,1,1
ambroix,2,0,0
ambryon,1,0,0
ambu,1,0,0
ambulance,2,0,0
ambulancier,0,1,0
ambulant,1,0,0
amdr,1,0,1
ame,5,1,2
ameli,1,0,0
amelie,1,0,0
ameliorent,1,0,0
amen,1,1,2
amenagement,1,1,0
amende,6,1,0
amene,25,1,0
amenent,1,0,0
amener,60,28,18
amenera,2,0,0
amenerai,1,0,0
amenes,2,1,0
amenez,1,0,1
amenions,1,0,0
amenner,1,0,0
amenuise,1,0,0
amenè,4,0,1
amené,14,3,5
amer,1,0,0
americain,2,0,0
americaine,2,0,2
american,3,3,1
americano,0,1,1
amerlock,2,0,0
amerlok,1,0,0
amertume,1,0,0
amertésiste,1,0,1
ames,2,0,1
ameuter,1,0,0
ami,81,34,11
amical,2,0,1
amicalement,0,2,0
amici,1,0,0
amico,1,0,0
amie,83,34,27
amiens,17,0,0
amies,30,7,8
amigo,5,0,0
amigos,1,0,0
amiiies,1,0,0
amis,109,43,25
amitie,1,0,1
amitier,2,0,1
amitié,30,3,3
amity,1,0,0
amiuuuurrrr,1,0,0
amm,1,0,0
ammendements,1,0,0
ammener,1,0,0
ammouureux,1,0,0
ammène,1,0,1
amo,9,1,2
amochie,1,0,1
amoché,1,0,1
amooooor,1,0,0
amor,3,2,0
amorcé,1,0,0
amore,1,0,0
amortec,1,0,0
amorti,2,0,1
amotur,1,0,0
amou,1,0,1
amour,591,40,336
amoureu,1,0,0
amoureuse,24,3,3
amoureusement,1,0,0
amoureuses,2,0,0
amoureuuuux,1,0,0
amoureux,69,11,5
amourrss,0,1,1
amours,12,6,4
amouur,1,0,0
amouuur,4,0,0
amouuuur,2,0,0
amouuuuur,1,0,0
amphi,30,18,3
amphib,1,0,0
amphie,1,3,0
amphif,1,0,0
amphis,1,0,1
amphy,4,0,0
amphy8,1,0,0
ample,0,1,0
amplifie,1,0,0
amplifiée,1,0,0
amplitude,1,0,0
ampoule,0,1,0
ampoules,2,2,0
amprentele,1,0,0
ampute,0,1,0
amputer,1,0,0
amsterdam,8,1,1
amusait,2,0,0
amusant,1,2,0
amusante,1,0,0
amuse,38,17,8
amusement,1,0,1
amusent,0,1,0
amuser,21,0,3
amusera,2,0,0
amuserez,1,0,1
amuses,7,1,4
amusez,9,0,1
amusè,1,0,0
amusé,7,5,0
amusée,3,0,0
amuuuur,1,0,0
amy,1,0,0
amylase,1,0,0
amytiville,1,0,0
amène,53,7,8
amènera,6,1,2
amènerai,1,1,1
amènerait,1,0,0
amènes,3,0,1
amélie,1,0,0
améliorations,0,1,1
améliore,2,0,0
améliorer,5,0,0
amélioré,3,0,1
améliorée,1,0,0
aménagement,1,0,0
aménager,0,1,0
aménagé,1,0,0
aménera,1,0,0
américain,2,0,0
américaine,4,1,0
américains,1,0,0
amérique,2,1,0
amérloque,1,0,0
an,116,36,15
ana,2,0,0
anais,1,0,0
analisi,2,0,0
analyse,26,4,2
analyser,6,1,1
analyses,8,0,0
analyste,0,1,1
analysè,2,0,0
analyze,0,1,0
ananaaaaaaas,1,0,0
ananas,1,1,1
anatimyyy,1,0,0
anatomie,0,1,0
anatomy,8,0,6
anatomyyyy,1,0,0
ancemble,1,0,1
ancetre,0,1,0
ancetres,1,0,0
anch,1,0,0
anche,5,0,0
ancien,24,8,3
anciennce,1,0,0
ancienne,12,3,1
anciennes,3,1,1
ancienneté,2,0,0
anciens,5,4,2
ancient,0,1,0
ancora,2,0,0
ancrée,1,0,0
and,62,15,8
andalousie,1,0,0
andando,1,0,0
andate,1,0,0
andco,1,0,0
andelnans,0,1,0
anderen,1,0,0
andiamo,1,0,0
andilana,0,1,0
andorre,1,0,0
andouille,13,0,1
andouillle,1,0,0
andre,1,0,0
andreas,0,1,1
andreuccio,1,0,0
andrews,6,0,0
andro,2,0,0
android,7,0,0
androids,1,0,0
androïd,0,1,0
andrè,1,0,1
andré,5,0,2
anduze,4,0,0
ane,3,0,0
anecdote,1,1,0
anecdotes,0,1,1
anemer,2,0,2
